Sexo,Edades,Grupo etario ,Municipio ,Región,Etnía ,Migrante,Fecha desaparición,Día de la semana,Horario ,Estatus,Fecha localización,Tiempo desap,Rango tiempo,Fuente,Sistematización,,
Mujer,17,12 a 17,"Amatenango de la Frontera, Chiapas ",Sierra Mariscal,Mestiza,No aplica,6/24/2022,Viernes,8:00 AM,Localizada,7/4/2022,10.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,3,0 a 5,"Frontera Comalapa, Chiapas ",Sierra Mariscal,Mestiza,No aplica,6/25/2022,Sábado,3:00 PM,Localizada,7/16/2022,21.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,6/25/2022,Sábado,12:30 PM,Localizada,6/26/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,2,0 a 5,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,6/25/2022,Sábado,9:30 PM,Localizada,6/30/2022,5.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,6/25/2022,Sábado,8:00 AM,Localizada,7/1/2022,6.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,6/27/2022,Lunes,5:30 AM,Localizada,8/26/2022,60.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Frontera Hidalgo, Chiapas ",Sierra Mariscal,Mestiza,No aplica,6/27/2022,Lunes,5:30 AM,Localizada,7/1/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,Migrante de Guatemala,6/28/2022,Martes,3:40 PM,Localizada,7/19/2022,21.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,6/29/2022,Miércoles,9:30 PM,Localizada,7/7/2022,8.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,6/29/2022,Miércoles,9:30 PM,Localizada,7/7/2022,8.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,9,6 a 11,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/30/2022,Jueves,1:50 PM,Localizada,7/6/2022,6.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/1/2022,Viernes,10:00 AM,Localizada,7/5/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/1/2022,Viernes,10:00 AM,Localizada,7/5/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,7/3/2022,Domingo,11:00 AM,Localizada,7/4/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"La Trinitaria, Chiapas ",Meseta Comiteca,Indígena,No aplica,7/4/2022,Lunes,7:00 AM,Localizada,7/13/2022,9.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Tuzantán, Chiapas ",Soconusco,Indígena,No aplica,7/6/2022,Miércoles,11:30 PM,Localizada,7/22/2022,16.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,11,6 a 11,"Villaflores, Chiapas",Frailesca,Mestiza,No aplica,7/6/2022,Miércoles,3:30 PM,Localizada,10/15/2022,101.00,3 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/6/2022,Miércoles,9:00 PM,Localizada,7/11/2022,5.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,13,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,Migrante de Honduras,7/7/2022,Jueves,12:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,5,0 a 5,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,7/7/2022,Jueves,10:00 AM,Localizada,7/11/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,7/9/2022,Sábado,11:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Indígena,No aplica,7/10/2022,Domingo,8:00 PM,Localizada,7/16/2022,6.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,7/11/2022,Lunes,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,7/12/2022,Martes,11:50 PM,Localizada,7/20/2022,8.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,7/14/2022,jueves,12:00 PM,Localizada,7/17/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"La Trinitaria, Chiapas ",Meseta Comiteca,Mestiza,No aplica,7/15/2022,Viernes,8:00 AM,Localizada,7/24/2022,9.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Ixtapa, Chiapas ",De los bosques,Indígena,No aplica,7/15/2022,Viernes,8:00 AM,Localizada,7/28/2022,13.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,3,0 a 5,"Ixtapa, Chiapas ",De los bosques,Indígena,No aplica,7/15/2022,Viernes,8:00 AM,Localizada,7/28/2022,13.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,7/16/2022,Sábado,7:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/16/2022,Sábado,7:40 PM,Localizada,7/18/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,7/16/2022,Sábado,8:30 PM,Localizada,7/19/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,7/17/2022,Domingo,3:00 AM,Localizada,7/21/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,7/17/2022,Domingo,4:00 PM,Localizada,7/21/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Villaflores, Chiapas",Frailesca,Indígena,No aplica,7/18/2022,Lunes,10:00 PM,Localizada,7/27/2022,9.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/18/2022,Lunes,12:00 AM,Localizada,7/20/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Chilón, Chiapas ",Tulijá,Indígena,No aplica,7/19/2022,Martes,7:30 AM,Localizada,7/28/2022,9.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Chilón, Chiapas ",Tulijá,Indígena,No aplica,7/20/2022,Miércoles,2:00 AM,Localizada,8/29/2022,40.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,6,6 a 11,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,Migrante de Honduras ,7/20/2022,Miércoles,11:00 AM,Localizada,7/26/2022,6.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,7/21/2022,Jueves,8:00 PM,Localizada,7/26/2022,5.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,7/22/2022,Viernes,4:00 AM,Localizada,7/26/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Oxchuc, Chiapas ",Altos,Indígena,No aplica,7/24/2022,Domingo,4:00 AM,Localizada,7/30/2022,6.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,7/25/2022,Lunes,1:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,Mestiza,No aplica,7/25/2022,Lunes,6:00 AM,Localizada,8/9/2022,15.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,7/25/2022,Lunes,9:00 AM,Localizada,7/26/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/26/2022,Martes,6:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,7/27/2022,Miércoles,8:30 PM,Localizada,8/17/2022,21.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/28/2022,Jueves,2:30 PM,Localizada,7/29/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,7,6 a 11,"La Libertad, Chiapas ",Altos,Mestiza,No aplica,7/29/2022,Viernes,4:00 PM,Localizada,8/23/2022,25.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,7/30/2022,Sábado,9:30 PM,Localizada,7/31/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,8/1/2022,Lunes,5:00 PM,Localizada,8/9/2022,8.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,8/1/2022,Lunes,11:00 AM,Localizada,8/19/2022,18.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/1/2022,Lunes,4:00 PM,Localizada,8/3/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Ocozocoautla de Espinoza, Chiapas ",Valle Zoque,Indígena,No aplica,8/1/2022,Lunes,7:30 AM,Localizada,8/4/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,5,0 a 5,"Tonalá, chiapas ",Istmo-Costa,Mestiza,No aplica,8/1/2022,Lunes,9:00 AM,Localizada,12/3/2022,124.00,De 4 a 6 meses ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,11,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/2/2022,Martes,3:10 PM,Localizada,10/7/2022,66.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,9,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/2/2022,Martes,3:10 PM,Localizada,8/8/2022,6.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Sunuapa, Chiapas ",Norte,Mestiza,No aplica,8/3/2022,Miércoles,8:00 PM,Localizada,8/11/2022,8.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,8/4/2022,Jueves,9:30 AM,Localizada,8/6/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,8/5/2022,Viernes,10:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"Villa Corzo, Chiapas ",Frailesca,Mestiza,No aplica,8/5/2022,Viernes,11:30 AM,Localizada,8/6/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,2,0 a 5,"Tonalá, chiapas ",Istmo-Costa,Mestiza,No aplica,8/6/2022,Sábado,6:00 AM,Localizada,9/26/2022,51.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,8/6/2022,Sábado,7:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/6/2022,Sábado,7:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,8/6/2022,Sábado,1:30 AM,Localizada,8/11/2022,5.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,13,12 a 17,"Huixtla, Chiapas ",Soconusco,Indígena,No aplica,8/7/2022,Domingo,1:00 PM,Localizada,8/16/2022,9.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Ocozocoautla de Espinoza, Chiapas ",Valle Zoque,Mestiza,No aplica,8/7/2022,Domingo,3:00 PM,Localizada,10/18/2022,72.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,8/7/2022,Domingo,3:00 PM,Localizada,8/11/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,8/7/2022,Domingo,3:00 PM,Localizada,8/11/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/8/2022,Lunes,4:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Amatán, Chiapas ",Norte,Indígena,No aplica,8/9/2022,Martes,5:47 PM,Localizada,8/17/2022,8.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Reforma, Chiapa ",Norte,Mestiza,No aplica,8/9/2022,Martes,1:30 AM,Localizada,8/10/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Simojovel, Chiapas ",De los bosques,Indígena,No aplica,8/9/2022,Martes,4:00 PM,Localizada,8/13/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tonalá, chiapas ",Istmo-Costa,Mestiza,No aplica,8/10/2022,Miércoles,5:00 PM,Localizada,8/11/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Marqués de Comillas, Chiapas ",Maya,Indígena,No aplica,8/11/2022,jueves,6:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Suchiate, Chiapas ",Soconusco,Mestiza,No aplica,8/11/2022,Jueves,3:00 AM,Localizada,9/6/2022,26.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/11/2022,jueves,5:00 PM,Localizada,8/16/2022,5.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tonalá, chiapas ",Istmo-Costa,Mestiza,No aplica,8/11/2022,Jueves,8:00 PM,Localizada,8/17/2022,6.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/12/2022,Viernes,8:30 AM,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/12/2022,Viernes,8:30 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,8/12/2022,Viernes,9:00 PM,Localizada,11/10/2022,90.00,3 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/12/2022,Viernes,8:00 PM,Localizada,8/15/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,8/13/2022,Sábado,1:30 PM,Localizada,9/8/2022,26.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,8/14/2022,Domingo,4:00 AM,Localizada,8/17/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Villaflores, Chiapas",Frailesca,Mestiza,No aplica,8/14/2022,Domingo,7:30 PM,Localizada,8/17/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,3,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,8/14/2022,Domingo,12:30 PM,Localizada,8/18/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Catazaja, Chiapas ",Maya,Mestiza,No aplica,8/16/2022,Martes,12:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"La Concordia, Chiapas ",Frailesca,Mestiza,No aplica,8/16/2022,Martes,7:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,8/16/2022,Martes,5:30 PM,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/16/2022,Martes,3:30 PM,Localizada,8/20/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/16/2022,Martes,3:30 PM,Localizada,8/20/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,8/19/2022,Viernes,5:00 AM,Localizada,10/11/2022,53.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,8/20/2022,Sábado,11:30 AM,Localizada,8/23/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,Migrante de Honduras,8/21/2022,Domingo,11:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,5,0 a 5,"Copainala, Chiapas ",Mezcalapa,Indígena,No aplica,8/22/2022,Lunes,10:00 AM,Localizada,9/5/2022,14.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,3,0 a 5,"Pijijiapán, Chiapas ",Istmo-Costa,Mestiza,No aplica,8/23/2022,Martes,10:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,4,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/25/2022,Jueves,6:00 AM,Localizada,12/19/2022,116.00,3 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"Berriozabal, Chiapas ",Metropolitana,Mestiza,No aplica,8/25/2022,Jueves,9:00 AM,Localizada,8/26/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/25/2022,Jueves,6:00 PM,Localizada,8/27/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Villa Comaltitán, Chiapas ",Soconusco,Indígena,No aplica,8/27/2022,Sábado,6:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Mestiza,No aplica,8/27/2022,Sábado,4:00 PM,Localizada,9/23/2022,27.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Reforma, Chiapa ",Norte,Mestiza,No aplica,8/29/2022,Lunes,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,8/29/2022,Lunes,7:45 AM,Localizada,9/3/2022,5.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,Mestiza,No aplica,9/1/2022,Jueves,6:45 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,9/2/2022,Viernes,5:30 AM,Localizada,9/10/2022,8.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,9/3/2022,Sábado,3:00 PM,Localizada,9/4/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Chico, Chiapas ",Soconusco,Mestiza,No aplica,9/4/2022,Domingo,10:00 AM,Localizada,11/19/2022,76.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,Migrante de Honduras,9/4/2022,Domingo,7:00 AM,Localizada,9/19/2022,15.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Cacahoatán, Chiapas",Soconusco,Indígena,No aplica,9/5/2022,Lunes,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,9/5/2022,Lunes,10:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Chalchihuitán, Chiapas ",Altos,Indígena,No aplica,9/5/2022,Lunes,12:30 PM,Localizada,9/7/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,9/5/2022,Lunes,10:47 PM,Localizada,9/9/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Marqués de Comillas, Chiapas ",Maya,Indígena,No aplica,9/6/2022,Martes,10:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Yajalon, Chiapas",Tulijá,Indígena,No aplica,9/6/2022,Martes,4:00 PM,Localizada,9/7/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,9/6/2022,Martes,7:30 PM,Localizada,9/9/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,9/7/2022,Miércoles,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,9/9/2022,Viernes,6:00 PM,Localizada,9/28/2022,19.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,6,6 a 11,"San Cristóbal de Las Casas, Chiapas",Altos,Indígena,No aplica,9/10/2022,Sábado,9:30 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"San Cristóbal de Las Casas, Chiapas",Altos,Indígena,No aplica,9/10/2022,Sábado,9:30 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,5,0 a 5,"San Cristóbal de Las Casas, Chiapas",Altos,Indígena,No aplica,9/10/2022,Sábado,9:30 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,7,6 a 11,"Tonalá, chiapas ",Istmo-Costa,Mestiza,No aplica,9/11/2022,Domingo,5:00 PM,Localizada,11/13/2022,63.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Mestiza,No aplica,9/11/2022,Domingo,8:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
