Sexo,Edades,Grupo etario ,Municipio ,Región,Etnía ,Migrante,Fecha desaparición,Día de la semana,Horario ,Estatus,Fecha localización,Tiempo desap,Rango tiempo,Fuente,Sistematización,,
Hombre,5,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,4/5/2022,Martes,1:00 PM,Localizada,4/11/2022,6.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,8,6 a 11,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/6/2022,Miércoles,7:00 AM,Localizada,4/22/2022,16.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,4/7/2022,Jueves,3:00 PM,Localizada,4/9/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,4/8/2022,Viernes,11:00 PM,Localizada,4/15/2022,7.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,4/8/2022,Viernes,4:30 PM,Localizada,4/10/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,13,12 a 17,"Berriozabal, Chiapas ",Metropolitana,Mestiza,No aplica,4/10/2022,Domingo,6:00 AM,Localizada,4/11/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"Frontera Hidalgo, Chiapas ",Sierra Mariscal,Mestiza,No aplica,4/10/2022,Domingo,7:30 PM,Localizada,4/12/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,Indígena,No aplica,4/11/2022,Lunes,12:00 PM,Localizada,6/17/2022,67.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,2,0 a 5,"Suchiapa, Chiapas ",Metropolitana,Mestiza,No aplica,4/12/2022,Martes,8:00 PM,Localizada,6/24/2022,73.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,4/12/2022,Martes,9:30 PM,Localizada,4/14/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Suchiapa, Chiapas ",Metropolitana,Mestiza,No aplica,4/14/2022,Jueves,4:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,4/15/2022,Viernes,11:00 AM,Localizada,7/4/2022,80.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Suchiate, Chiapas ",Soconusco,Mestiza,No aplica,4/16/2022,Sábado,3:00 PM,Localizada,4/26/2022,10.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,4/16/2022,Sábado,4:00 AM,Localizada,5/4/2022,18.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,4/16/2022,Sábado,3:30 AM,Localizada,4/18/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,5,0 a 5,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/17/2022,Domingo,4:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Mazatán, Chiapas ",Soconusco,Indígena,No aplica,4/19/2022,Martes,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,4/19/2022,Martes,11:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,9,6 a 11,"Huixtla, Chiapas ",Soconusco,Mestiza,No aplica,4/19/2022,Martes,12:00 PM,Localizada,12/7/2022,232.00,De 6 a 9 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,4/19/2022,Martes,No especificado,Localizada,4/19/2022,0.00,Mismo día,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,5,0 a 5,"Palenque, Chiapas ",Maya,Mestiza,No aplica,4/20/2022,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Palenque, Chiapas ",Maya,Mestiza,No aplica,4/20/2022,Miércoles,10:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,4/20/2022,Miércoles,11:30 AM,Localizada,5/4/2022,14.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,4/20/2022,Miércoles,11:00 AM,Localizada,5/4/2022,14.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,4/20/2022,Miércoles,9:30 AM,Localizada,4/22/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Motozintla, Chiapas ",Sierra Mariscal,Mestiza,No aplica,4/21/2022,Jueves,12:00 PM,Localizada,5/4/2022,13.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Motozintla, Chiapas ",Sierra Mariscal,Mestiza,No aplica,4/21/2022,Jueves,12:00 PM,Localizada,5/4/2022,13.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,4/21/2022,Jueves,10:00 AM,Localizada,4/22/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Bochil, Chiapas ",De los bosques,Indígena,No aplica,4/22/2022,Viernes,No especificado,Localizada,6/9/2022,48.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,4,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,4/23/2022,Sábado,12:00 PM,Localizada,7/6/2022,74.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Tumbalá, Chiapas ",Tulijá,Indígena,No aplica,4/24/2022,Domingo,1:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Acala, Chiapas ",De los llanos,Mestiza,No aplica,4/24/2022,Domingo,10:00 AM,Localizada,5/12/2022,18.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,4/25/2022,Lunes,6:00 AM,Localizada,5/23/2022,28.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,7,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,4/25/2022,Lunes,7:00 AM,Localizada,6/7/2022,43.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/25/2022,Lunes,12:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Catazajá, Chiapas ",Maya,Mestiza,No aplica,4/25/2022,Lunes,1:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Suchiate, Chiapas ",Soconusco,Indígena,No aplica,4/25/2022,Lunes,11:30 AM,Localizada,5/9/2022,14.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Amatán, Chiapas ",Norte,Mestiza,No aplica,4/25/2022,Lunes,8:00 AM,Localizada,8/17/2022,114.00,3 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,5,0 a 5,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/26/2022,Martes,8:00 AM,Localizada,5/29/2022,33.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,2,0 a 5,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/26/2022,Martes,8:00 AM,Localizada,5/29/2022,33.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,4/26/2022,Martes,9:00 AM,Localizada,7/20/2022,85.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,Mestiza,No aplica,4/27/2022,Miércoles,6:00 AM,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,7,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,4/30/2022,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,4/30/2022,Sábado,9:00 PM,Localizada,5/4/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Reforma, Chiapas ",Norte,Indígena,No aplica,5/2/2022,Lunes,1:00 AM,Localizada,5/7/2022,5.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/5/2022,Jueves,8:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/5/2022,Jueves,12:30 AM,Localizada,5/9/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/5/2022,Jueves,12:30 AM,Localizada,5/9/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Oxchuc, Chiapas ",Altos,Indígena,No aplica,5/6/2022,Viernes,7:00 AM,Localizada,5/16/2022,10.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"La Trinitaria, Chiapas ",Meseta Comiteca,Indígena,No aplica,5/8/2022,Domingo,9:00 PM,Localizada,6/21/2022,44.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,5/8/2022,Domingo,12:00 AM,Localizada,5/20/2022,12.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/8/2022,Domingo,7:00 PM,Localizada,5/11/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"La Trinitaria, Chiapas ",Meseta Comiteca,Mestiza,No aplica,5/9/2022,Lunes,3:00 PM,Localizada,5/20/2022,11.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/9/2022,Lunes,10:00 AM,Localizada,5/10/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/9/2022,Lunes,6:20 AM,Localizada,5/11/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/9/2022,Lunes,1:00 AM,Localizada,5/12/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/10/2022,Martes,1:00 PM,Localizada,5/11/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Motozintla, Chiapas ",Sierra Mariscal,Mestiza,No aplica,5/11/2022,Miércoles,8:00 AM,Localizada,5/15/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,5/12/2022,Jueves,8:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"San Fernando, Chiapas ",Mezcalapa,Mestiza,No aplica,5/12/2022,Jueves,5:00 PM,Localizada,5/13/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,5/12/2022,Jueves,10:30 AM,Localizada,10/19/2022,160.00,De 4 a 6 meses ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Acala, Chiapas ",De los llanos,Mestiza,No aplica,5/15/2022,Domingo,8:30 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Tuxtla Chico, Chiapas ",Soconusco,Indígena,No aplica,5/15/2022,Domingo,7:30 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/15/2022,Domingo,8:30 AM,Localizada,6/7/2022,23.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,5/15/2022,Domingo,4:00 AM,Localizada,5/17/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/16/2022,Lunes,9:00 PM,Localizada,5/25/2022,9.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,5/16/2022,Lunes,7:30 AM,Localizada,6/2/2022,17.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Huixtla, Chiapas ",Soconusco,Mestiza,No aplica,5/17/2022,Martes,6:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,5/17/2022,Martes,10:00 AM,Localizada,5/21/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,Mestiza,No aplica,5/18/2022,Miércoles,5:00 PM,Localizada,6/15/2022,28.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,5/18/2022,Miércoles,9:00 AM,Localizada,5/20/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Berriozabal, Chiapas ",Metropolitana,Mestiza,No aplica,5/18/2022,Miércoles,5:00 PM,Localizada,10/20/2022,155.00,De 4 a 6 meses ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/19/2022,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,3,0 a 5,"Palenque, Chiapas ",Maya,Mestiza,No aplica,5/19/2022,Jueves,4:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,7,6 a 11,"Reforma, Chiapas ",Norte,Indígena,No aplica,5/20/2022,Viernes,2:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/20/2022,Viernes,1:00 AM,Localizada,6/6/2022,17.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/21/2022,Sábado,9:00 PM,Localizada,5/28/2022,7.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Mestiza,No aplica,5/22/2022,Domingo,7:30 PM,Localizada,5/26/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"El Parral, Chiapas ",Frailesca,Indígena,No aplica,5/23/2022,Lunes,1:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,5/24/2022,Martes,5:00 PM,Localizada,5/27/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"Solosuchiapa, Chiapas ",Norte,Mestiza,No aplica,5/25/2022,Miércoles,9:00 AM,Localizada,5/29/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/26/2022,Jueves,1:50 PM,Localizada,5/27/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Simojovel, Chiapas ",De los bosques,Indígena,No aplica,5/26/2022,Jueves,7:30 AM,Localizada,5/31/2022,5.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/27/2022,Viernes,11:30 PM,Localizada,5/29/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Villaflores, Chiapas",Frailesca,Mestiza,No aplica,5/30/2022,Lunes,2:45 PM,Localizada,6/15/2022,16.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/30/2022,Lunes,1:00 PM,Localizada,12/27/2022,211.00,De 6 a 9 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,13,12 a 17,"San Andrés Duraznal, Chiapas ",De los bosques,Mestiza,No aplica,5/31/2022,Martes,7:00 AM,Localizada,10/7/2022,129.00,De 4 a 6 meses ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/1/2022,Miércoles,9:00 AM,Localizada,6/2/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Indígena,No aplica,6/2/2022,Jueves,12:00 PM,Localizada,6/11/2022,9.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,7,6 a 11,"San Fernando, Chiapas ",Mezcalapa,Indígena,No aplica,6/2/2022,Jueves,1:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,5,0 a 5,"San Fernando, Chiapas ",Mezcalapa,Indígena,No aplica,6/2/2022,Jueves,1:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Acapetahua, Chiapas ",Soconusco,Mestiza,No aplica,6/3/2022,Viernes,12:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"La Trinitaria, Chiapas ",Meseta Comiteca,Mestiza,No aplica,6/4/2022,Sábado,11:00 PM,Localizada,6/13/2022,9.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,6/4/2022,Sábado,9:00 PM,Localizada,6/6/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,6/4/2022,Sábado,8:00 PM,Localizada,6/7/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/6/2022,Lunes,1:50 PM,Localizada,6/7/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/6/2022,Lunes,1:50 PM,Localizada,6/7/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,6/6/2022,Lunes,11:00 AM,Localizada,6/8/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,6/6/2022,Lunes,11:00 AM,Localizada,6/8/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,6/6/2022,Lunes,8:00 AM,Localizada,6/8/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Jiquipilas, Chiapas ",Valle Zoque,Mestiza,No aplica,6/7/2022,Martes,6:00 AM,Localizada,6/27/2022,20.00,2 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/8/2022,Miércoles,7:40 AM,Localizada,6/30/2022,22.00,3 semanas,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/8/2022,Miércoles,1:40 PM,Localizada,6/9/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/8/2022,Miércoles,1:40 PM,Localizada,6/9/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,3,0 a 5,"Palenque, Chiapas ",Maya,Indígena,No aplica,6/8/2022,Miércoles,12:00 PM,Localizada,6/10/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,Mestiza,No aplica,6/12/2022,Domingo,7:00 AM,Localizada,8/26/2022,75.00,2 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/13/2022,Lunes,11:10 PM,Localizada,6/20/2022,7.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/13/2022,Lunes,11:10 PM,Localizada,6/20/2022,7.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,7,6 a 11,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,6/13/2022,Lunes,9:30 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Berriozabal, Chiapas ",Metropolitana,Indígena,No aplica,6/13/2022,Lunes,7:30 AM,Localizada,6/16/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,6/14/2022,Martes,8:30 PM,Localizada,6/15/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,6/17/2022,Viernes,8:00 PM,Localizada,6/19/2022,2.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/18/2022,Sábado,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,6/18/2022,Sábado,3:15 PM,Localizada,6/19/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,6/19/2022,Domingo,4:40 PM,Localizada,6/22/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"Socoltenango, Chiapas ",De los llanos,Indígena,No aplica,6/20/2022,Lunes,6:00 AM,Localizada,8/17/2022,58.00,1 mes,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,2,0 a 5,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,6/20/2022,Lunes,10:00 AM,Localizada,7/3/2022,13.00,1 semana ,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Socoltenango, Chiapas ",De los llanos,Indígena,No aplica,6/20/2022,Lunes,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,6/20/2022,Lunes,12:30 PM,Localizada,6/21/2022,1.00,De 1 a 2 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/21/2022,Martes,1:30 PM,Localizada,6/24/2022,3.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/23/2022,Jueves,11:00 AM,Localizada,6/27/2022,4.00,De 3 a 6 días,¿Has visto a? Chiapas,Melel Xojobal,,
